longitude,latitude
14.5604401,51.4723614
14.5540769,51.472119
14.558966,51.4677205
14.5636966,51.4663266
14.4838379,51.348474
14.4817038,51.3438222
14.5017947,51.3444663
14.4807542,51.338479
14.4763346,51.3404466
14.4717351,51.337533
14.7939267,51.5037513
14.6624512,51.3563644
14.6579567,51.3583527
14.6505306,51.3609653
14.6449754,51.3626659
14.644597,51.3563631
14.6376341,51.3587283
14.6322532,51.3601135
14.6017812,51.3651893
14.5972126,51.3669492
14.5925153,51.3680648
14.5862105,51.3686496
14.5797233,51.3691134
14.5750465,51.3684815
14.6988667,51.5182896
14.6573233,51.5075368
14.8020445,51.4957987
14.7227581,51.5790325
14.7264368,51.5420435
14.7232929,51.5337454
14.7754152,51.5092562
14.7627118,51.507873
14.7539476,51.5112528
14.6549939,51.3939185
14.6471453,51.3990584
14.6549706,51.401327
14.6445581,51.404048
14.7145121,51.4749206
14.7607384,51.5011237
14.7659976,51.499456
14.5104985,51.5297507
14.7081132,51.5267372
14.6867751,51.5227075
14.6689692,51.51723
14.6734631,51.5198685
14.6801135,51.5210646
14.6851894,51.5215046
14.6791933,51.5191595
14.688036,51.5194453
14.6935764,51.5188639
14.704644,51.5172875
14.6626135,51.5151932
14.5946667,51.4184657
14.5998097,51.4137116
14.6115752,51.412293
14.619832,51.4123254
14.6289028,51.4123407
14.6412435,51.4123812
14.6453546,51.396136
14.6446892,51.3911016
14.643956,51.385932
14.6485926,51.3870386
14.6522716,51.3897709
14.6869969,51.5163639
14.6778871,51.5178137
14.671347,51.5116401
14.7152436,51.5284126
14.7115748,51.5153913
14.6605439,51.4775411
14.698779,51.5333088
14.7057555,51.5345467
14.7109637,51.5362908
14.7023037,51.5293774
14.500569,51.3598087
14.492454,51.359845
14.4869817,51.3604386
14.4790855,51.3621847
14.6298983,51.3158214
14.6240791,51.3166952
14.615654,51.3137216
14.7190853,51.5364494
14.719979,51.5429981
14.7144139,51.5491288
14.6968264,51.530227
14.7131259,51.5418779
14.6543493,51.5334098
14.674677,51.5303429
14.6852047,51.5357022
14.6885755,51.5302456
14.6842952,51.528563
14.5479444,51.5610558
14.635998,51.5352741
14.707984,51.5441549
14.6529272,51.5182948
14.6484519,51.5201268
14.6427914,51.5229199
14.6388402,51.5278006
14.6337498,51.5190904
14.6450041,51.5151251
14.6547807,51.514001
14.6591494,51.5111577
14.6646048,51.5103208
14.7023512,51.5106667
14.7091378,51.5111324
14.6673637,51.5298613
14.6197374,51.518661
14.6977824,51.5282656
14.6596673,51.5312725
14.6524928,51.5306846
14.6469894,51.5294882
14.6346351,51.5304215
14.6946271,51.5423341
14.6987797,51.5374459
14.5521271,51.391659
14.5027794,51.3749749
14.6864795,51.5231557
14.6501773,51.5121354
14.5202632,51.5338793
14.5136158,51.5343123
14.6788886,51.5244236
14.6744526,51.5220656
14.6796051,51.5287934
14.6989553,51.5232338
14.5298561,51.5290227
14.5246769,51.514466
14.5300784,51.5182706
14.5088677,51.3398427
14.5150357,51.3402431
14.5043322,51.3566591
14.5082394,51.3603138
14.5060893,51.3422614
14.6000328,51.3316554
14.6491832,51.366367
14.6536657,51.36377
14.6660856,51.3716203
14.6597191,51.3776255
14.6170024,51.4974062
14.6218366,51.4933823
14.6124599,51.4987785
14.616324,51.5011828
14.6257103,51.5000244
14.6323187,51.5022794
14.6526908,51.5006391
14.65751,51.4999052
14.6096787,51.5181309
14.612202,51.5053895
14.6413239,51.504467
14.6275916,51.4938029
14.6334661,51.4961347
14.6366762,51.5008328
14.6322006,51.5126827
14.6389287,51.5054134
14.6420142,51.5088676
14.5179688,51.344254
14.4980538,51.3334395
14.6093649,51.5005258
14.6509206,51.5025187
14.6100586,51.5078463
14.6216581,51.5050999
14.6307982,51.5069572
14.6440753,51.5040503
14.5371601,51.4360232
14.5104989,51.4119125
14.5176076,51.4099663
14.5227059,51.4103539
14.7111932,51.5509171
14.5128586,51.5400866
14.5080521,51.5402601
14.5000269,51.5422352
14.4909503,51.5444238
14.4843199,51.5460252
14.4785048,51.5474263
14.4739344,51.5485472
14.4682883,51.5500049
14.4962388,51.5485412
14.5011595,51.5530562
14.4933556,51.5561647
14.4565532,51.525745
14.4686494,51.5171937
14.4659495,51.5217155
14.4710239,51.5192375
14.4754796,51.5200979
14.4716934,51.5241153
14.4958384,51.5224183
14.4664187,51.5312047
14.4672637,51.5263115
14.4664574,51.5347515
14.4749577,51.5326552
14.4702778,51.5315075
14.4628984,51.5378823
14.4925549,51.5329464
14.4823163,51.5323924
14.4924162,51.528246
14.4989912,51.5341096
14.4944379,51.5331787
14.4872805,51.5029721
14.4901088,51.4990641
14.4672511,51.5203402
14.4796236,51.5179401
14.4818658,51.5054325
14.4847529,51.5193517
14.4845449,51.524846
14.4905887,51.5239447
14.4609419,51.5430331
14.4892926,51.5300072
14.4966727,51.5283561
14.4952874,51.5428865
14.4624454,51.5505459
14.5042094,51.5305867
14.5094959,51.3539789
14.5078271,51.3470723
14.5166517,51.3522606
14.5115168,51.3531724
14.5164789,51.3487339
14.511842,51.3537346
14.7126849,51.5704085
14.7402401,51.5252687
14.7513739,51.5218238
14.7630602,51.5200784
14.8341397,51.5003717
14.8747531,51.4852369
14.9127776,51.4835497
14.9588674,51.4557577
14.969254,51.444463
14.961692,51.433339
14.9116756,51.4122467
14.8945714,51.4126053
14.6786179,51.5241719
14.6929038,51.5356475
14.6935101,51.5566103
14.6042869,51.4892018
14.6723274,51.4884283
14.6037348,51.5232368
14.4940212,51.4885234
14.5759321,51.4900733
14.5938849,51.5508248
14.6543937,51.3216272
14.720816,51.4158216
14.6270124,51.416879
14.5897763,51.4213549
14.4542593,51.5441892
14.4592664,51.5475558
14.578123,51.418018
14.5707309,51.4118517
14.5699246,51.3284914
14.5697115,51.3367999
14.5998311,51.4366614
14.524572,51.5364085
14.5290886,51.536356
14.6393476,51.5282586
14.6440193,51.5153087
14.5933846,51.5167955
14.5882557,51.5189435
14.5825106,51.5184
14.5687425,51.4179927
14.5518187,51.414796
14.5620041,51.5640432
14.6228152,51.3887092
14.6053879,51.5158294
14.6003948,51.517407
14.5796147,51.4227498
14.5751926,51.417298
14.7151822,51.579239
14.7202588,51.5860782
14.7120233,51.576267
14.7168367,51.5804631
14.7208125,51.5839006
14.5498332,51.3463388
14.7252029,51.5435078
14.7231707,51.5375403
14.562273,51.3476731
14.56953,51.349335
14.5751255,51.3488064
14.562355,51.349144
14.5621797,51.3542565
14.5666528,51.357131
14.5796402,51.348293
14.5648792,51.3413029
14.6272207,51.326739
14.625172,51.3309822
14.6230162,51.3356889
14.6046763,51.3380077
14.5982257,51.3411743
14.5852008,51.3409271
14.6250303,51.3081413
14.6314393,51.3051042
14.6368499,51.3059291
14.6453723,51.3185486
14.6283143,51.3100583
14.6039365,51.3134458
14.6062188,51.5220488
14.6428654,51.4991058
14.5678511,51.5393531
14.6390924,51.364207
14.5247664,51.400631
14.5194234,51.4188945
14.5003564,51.3907087
14.5438644,51.4139753
14.5391254,51.4184245
14.6805454,51.3743232
14.5336854,51.4210865
14.6092574,51.3448644
14.5256004,51.4236076
14.4873288,51.3694523
14.6762974,51.3727022
14.5061145,51.3957364
14.5183064,51.4151054
14.5726364,51.3513086
14.5299984,51.4048231
14.5206724,51.4101482
14.5182074,51.4169744
14.5381044,51.3597408
14.5781684,51.3500566
14.5322164,51.3611789
14.6866084,51.3752023
14.5160243,51.4004143
14.5568654,51.3551027
14.6637444,51.3599108
14.5289064,51.4279137
14.6810904,51.3744592
14.4981291,51.3883991
14.5099334,51.3994239
14.5036763,51.3325219
14.4903266,51.3428674
14.5160213,51.3514095
14.5414283,51.3438513
14.5486843,51.3405602
14.5529043,51.3387331
14.545053,51.3365996
14.5485383,51.3407172
14.5789863,51.3440473
14.572769,51.3457176
14.6201513,51.3570466
14.615509,51.3315794
14.644624,51.3415146
14.6577623,51.3400372
14.6527299,51.339018
14.6438373,51.3611837
14.6266351,51.3390619
14.6348043,51.3410782
14.5780436,51.3986141
14.5044813,51.3634863
14.5183294,51.4000643
14.5811092,51.3739857
14.7121191,51.5020684
14.7303482,51.5220779
14.7174395,51.500706
14.5346317,51.406281
14.4927607,51.3779176
14.5098226,51.338778
14.5009857,51.3522072
14.5836186,51.4259483
14.5724551,51.4245213
14.5783691,51.4253038
14.5026937,51.3377702
14.5148276,51.3371817
14.6674218,51.3903377
14.6132229,51.403875
14.5652749,51.5221119
14.6815924,51.4579421
14.5721869,51.4727528
14.627253,51.4904154
14.555709,51.426288
14.6762201,51.4736641
14.6869353,51.468145
14.614761,51.4250971
14.680171,51.4840433
14.570317,51.5154956
14.5611485,51.5245904
14.6430444,51.4852467
14.606786,51.4236885
14.6685513,51.4918321
14.5294035,51.4940657
14.6478053,51.4841776
14.6801653,51.4532681
14.6938317,51.5512503
14.6265697,51.5444149
14.629255,51.5483836
14.6354573,51.5459809
14.5171523,51.3667974
14.4999889,51.460002
14.5045092,51.4565214
14.6478322,51.5004927
14.48533,51.327044
14.5739132,51.4262974
14.5608233,51.3328591
14.565352,51.3299848
14.5548071,51.3348863
14.5589163,51.3318132
14.6170254,51.3033464
14.5538804,51.3305271
14.5613556,51.3360924
14.5515701,51.3349956
14.6058564,51.3253291
14.5995512,51.3243826
14.5945314,51.3227786
14.6076638,51.3248606
14.605264,51.3205906
14.608818,51.3122668
14.5737188,51.3238821
14.6103512,51.3189684
